individu,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57
11,-0.5654610162019855,-0.08606112855536953,0.09029181851305872,0.0787846275018196,-0.21106277904391954,-0.20786505230007202,-0.35167148480693744,0.20729644677132494,0.062246077754134106,0.04398603712960458,0.15834595311003613,0.3463866999944256,0.00428396935400383,0.1275626415811474,0.03544238275655542,-0.18969320598453565,0.21527790198544522,-0.11228487504104788,0.08843619494858393,0.007009211130426106,0.011974539845866335,0.015245705609811592,0.0847788811836127,-0.02047507495027461,-0.13518771275120406,0.22833280441233278,0.15440788580440162,-0.2586601631613322,0.36999195243560745,0.12447025116819663,0.31193341046099893,-0.047489866226638165,-0.08693677629347357,0.36987144692444907,0.047035818435546925,-0.0022360702740579315,-0.08364501334417321,-0.08971107047534471,-0.020277457927239194,0.0008462891938737138,-0.12499434744534899,0.022517377544041334,0.18718373413697337,0.16918642724661018,-0.06966903824362324,-0.10391136834931493,-0.09350240598206981,-0.06808993205830527,0.008382680103680335,-0.002673681629919546,0.0038769601803041887,0.006073576300785464,0.006232101522736236,0.0003638136785474471,0.0006811619892185084,-0.9382724045038234,0.02306095774638684
12,-0.031955738868309845,-0.17806874338509865,-0.23829378631260933,0.10487184973768311,0.3652070691503816,0.20096292554271522,0.17069491485584282,0.27186571960212097,-0.0028079617556351984,-0.38377884744968854,0.14718731460400405,0.05128793738011774,-0.35104459436222407,-0.015634345217354226,0.03322459138381856,0.1108626168488463,-0.0536844336702216,-0.13412420161419705,-0.02289936268039646,-0.17277648686449099,0.09949632984020464,-0.2579983285231109,-0.3272943660900227,0.18233780829665874,0.2500484874951765,0.02697447056465364,-0.022833365961553234,-0.10925628684046623,0.0029579073678861634,0.08992932727355964,0.02719475793502778,0.371018244705888,0.036729191317107925,0.2661245483698436,0.14001064821657558,0.08072637784156747,0.4008071089595484,-0.09126591604173478,-0.2721908062445351,-0.04898990049852803,0.13858414610280143,-0.26205974877999133,-0.18386785878821235,0.10520080056319596,0.2487967745407367,0.020756325239772975,-0.0742071789957319,-0.1298010072105626,-0.04620962896702268,-0.002795910686902276,0.005033457391379177,-0.005353129589189397,-0.0027794249764676107,0.0002383887404288263,0.0008830790935167536,-0.9382724045038229,0.02306095774638666
13,-0.4514166360527279,0.16861047290915976,-0.07257307441861068,0.016399800471726823,0.2887008296147831,-0.3331668645207236,0.2281287227453166,0.23318421015382337,-0.16288092966472453,-0.16826032390189258,0.06621264216422061,0.0914584952518877,0.11076235513846772,0.023228811494113405,-0.07333541281371397,0.11375120648885767,0.4093370274979437,-0.011222170610918963,0.14437126321370705,0.03479812183766462,0.15700807978094755,0.031195953856209928,-0.27329375901762887,0.10520654736935645,-0.016177987471908867,-0.1889220648399333,-0.14101283557507843,-0.03322414979138745,-0.09128527528569481,0.04633037934513341,-0.15645005209550975,0.0006824139735658329,0.125360652698456,-0.2469180488421414,-0.0278049448340585,0.07387676711425518,-0.009863608602724989,-0.000538849809113702,0.18302135178402212,0.2913268226022886,0.033685334848292836,0.10814236627627972,-0.05202696299071195,-0.2846446010687725,-0.13147912603975886,0.04479086758158295,-0.15433555443362362,0.07929167314874791,0.04007080300732172,0.0027253039350124005,-0.009995713227156556,0.009540379055857383,0.007755380231409816,-0.001639711614541198,-0.0028797502477278677,-0.9382724045038234,0.023060957746386824
14,-0.24789958490768282,0.009523652491863568,0.07898200889678389,-0.06528106284454427,-0.10861670243364271,-0.18130995990565843,-0.4002692189774055,0.03893137665531287,0.036593523627111255,-0.05851424621025763,-0.13063010019965077,0.03710563197000995,0.10599023686494863,-0.18670159341776538,-0.2936856895491316,-0.042239254276434504,-0.17188960286136254,-0.11485303012881026,0.13970227511912078,-0.043852022947360125,0.13956403056052358,0.20705145039570155,0.0032545949988259195,0.08448238348020945,-0.11946714515875793,-0.0291570320654176,-0.15320502209252207,-0.10745488007064045,-0.02981028185019045,0.046695012676321285,0.2951900379204831,-0.005658894242508064,-0.029044694926088313,-0.032357946361510244,-0.1639448294019149,0.05805170940024821,-0.06370464421577594,0.15217953665142836,-0.08103931870841113,-0.06204135942799353,-0.09691525002794545,0.11309206046922889,-0.15762823077769483,0.2317682032924735,-0.010598293861084592,0.08771878646683187,0.009506662813501801,0.038490945638505865,-0.020607251284275305,0.0005540669041923672,-0.003003810382474659,0.0029386427469987233,0.0019019726607335116,-0.00031806008903826716,-0.0010937917981391917,-0.9382724045038232,0.023060957746386706
15,0.20904008842778182,-0.2898271309294682,0.8334047056050361,0.4559514089350622,0.524865983885631,0.18274718185994157,-0.2940255604199096,-0.6067821511610805,0.11745800941511202,0.26586913766905196,0.16195606564659512,-0.015216930362293402,-0.008501157263067145,-0.24850309390816125,0.44411892994432656,0.1817639593635318,-0.041056652717301974,-0.10052355126340032,-0.10885991306047428,0.30444306350645994,-0.018158256538153426,0.04558466373037233,-0.25221034181799434,0.17521717663276054,0.10759752549819272,0.14667265878837485,-0.11312438324581893,0.11675030810043577,0.06754368377839388,-0.005653307257393341,-0.07339722909110566,-0.15777456904969953,0.18801189906346524,0.02643632879257026,-0.08826834868734065,-0.07406934532798276,0.09251579128841854,-0.22378690482800975,-0.37968879907321545,-0.02526976853783424,0.05658620838509816,0.22854099898489325,-0.07107994951652284,-0.07817294393744058,0.1677643295810597,-0.0590205265321936,-0.035172724830159666,0.06850715359071993,-0.03132326108384928,-0.003398459236131351,0.004216013926109313,-0.0055433114582406845,-0.000493983929024143,-0.0007693145754094203,-2.8418359679783232e-05,-0.9382724045038233,0.023060957746387053
16,-0.24760720621003024,-0.012972902340988504,0.07230882199316278,0.0969911663633836,-0.1514267264962505,-0.2934340602175397,-0.31389361428470697,0.025604107153087675,0.06883211477909446,-0.0020573430641541482,0.033923972582969,0.04690947324952122,-0.11755843701279628,-0.10199350926447688,-0.07841220101719393,-0.15761873608836752,0.45909973644705715,-0.1491357060142961,-0.14689405992933574,0.1440747645408173,0.00615529367787507,-0.001205724893218302,-0.17469012911277174,0.14285346179666844,-0.024836084112933827,-0.1493130334882525,-0.16217974494294635,0.08642615688467177,-0.14432712891236057,0.1649957776566579,-0.25245935717423507,0.03719310937888291,0.02029307864723979,-0.09229544033744337,0.19511578794936332,0.14321935733000393,-0.04803697707648163,-0.012211845491859155,0.1974590694576071,0.017935474724893076,0.05961027194661753,-0.11573576099665633,0.047197360232148884,0.01737395747169652,0.009873427223936887,-0.2503454184919634,-0.0565770811768218,0.16016505638317488,-0.07554701641381563,-0.003745997212410908,0.007822496436021781,-0.0016161875647957833,-0.002478171403257441,0.0014830769521015498,-0.0017111501882606135,-0.9382724045038234,0.023060957746386817
17,-0.5210878359570175,-0.07682701087564625,0.030922153561749995,-0.18480578040058565,-0.030073155666486703,0.0817962977959008,-0.0771318789783919,0.05936257329493134,-0.0448330517995346,-0.2624709930553508,0.22249810891890812,-0.10828554915741206,-0.21241618668080997,0.11869977525670351,0.1373847529936233,-0.20352315065998172,-0.06664931388859634,0.01080332869195725,0.1996168746125864,-0.020780857480308845,-0.033496774089964355,-0.2142727246807632,-0.10073034775111862,-0.07883114914245863,-0.00535156083731072,0.1110877329961228,-0.19940805302248146,0.02873075216301657,0.0917891007789025,-0.02697114020563863,-0.09183717273701796,0.1591968346363456,-0.07408283032589555,0.10398004285714813,-0.01244756463150361,0.031135106798794793,0.07848429066979636,-0.21215192738115018,0.012695554534633701,0.2172014173007537,0.06270404133338153,-0.09541525023865638,0.03387590882192842,-0.07127690889529478,0.022970424641689607,0.078316436739998,-0.048699663061280735,0.18849487455592429,0.047853337328134515,0.0027623134282542287,-0.006776142072813479,0.009428744697160337,0.003946931498938264,-4.844544571522399e-05,-0.004957737843963363,-0.9382724045038232,0.023060957746386876
18,-0.0798449476289621,-0.4490884947230647,-0.47466005857745786,0.13810380769633293,0.047377547189374355,0.48106245390211155,-0.07863352371637283,-0.10098226069538646,-0.22807376552900285,0.2364244242430621,-0.019085937937298545,0.15877372977208784,-0.31154200749878364,0.23709652344328022,-0.27402617503207816,0.03226516064618549,-0.09327597157717435,-0.10102208332308639,-0.3589845066642753,-0.3765147869087721,0.08652155380534093,0.16293055604216494,0.18493342225999385,0.04958112768961081,0.14071153545246315,0.0393666503301553,-0.04598258131530693,-0.02336358371417135,-0.24949854564498133,0.17482020503074824,0.20706149227414877,0.11340720004271478,0.08269030311666124,0.06663830701282487,0.1672297849643549,0.05108546651236332,0.29327365152797713,-0.117874767248442,0.12680687278049402,0.009919526432994317,-0.07851259752595348,-0.2633640393493925,-0.02482118212158007,0.04094817386305573,0.13089193126776433,0.2855786681648279,-0.1084279474431578,-0.007368473064729106,-0.07351331042945386,-0.0016286918667303247,0.0035971024989914337,-0.002280254657454309,-0.002389587182409719,0.0007827006442520667,0.0009920629643037871,-0.9382724045038231,0.023060957746386505
19,-0.12526035605241517,0.07310445017995827,-0.07475224759073702,-0.12534253656279953,-0.03204004105613863,-0.14695410287090144,-0.045028472626829165,-0.170849482805615,-0.41913087708485436,-0.4038294467512371,-0.12630595716093626,-0.34218727704569907,-0.14336524190203073,0.15461633302311978,-0.011477493096074992,0.09235104478435134,-0.04631224051114911,0.44241976861526044,0.011115933742288489,0.16893520711718288,0.05672070297158087,0.18516798522683606,-0.10369008363114852,0.11319322529856919,0.15453004796744946,-0.22161153380228488,0.14111851943746256,0.2600445062258436,0.029738233173238964,-0.10435752768788945,-0.2146284306502029,-0.07314958127955168,0.05978488367918242,0.06660429220311692,-0.01262120069044212,-0.1730269884140839,-0.005651143226259478,-0.24198214319636635,0.14017650740555154,0.011262688977586593,-0.2844561827247216,0.01790720130252738,0.18668947786111367,0.08703834742921664,0.1213826772589985,0.10597862947130668,-0.03492707482320453,-0.2691213025495784,0.028713785859620006,-0.008002533483303275,0.008425024914057324,0.0031854412370908684,0.012310071042350266,-0.0017550812401338188,-0.0007443554236834576,-0.9382724045038233,0.023060957746386918
20,-0.18066350557490343,0.13258443676977177,-0.18125599471616521,-0.19939878286148865,0.40830444086320866,-0.4438518277759593,0.2983474165170034,-0.0999556652378562,0.07828033028922576,0.01700814028918712,0.018844739638688855,0.03769796365438983,0.2570278682083737,0.026864032751800104,-0.2217663639187361,0.039473533607766766,0.3770863684421365,-0.10221111886151157,-0.1079322205623519,0.016987027026840084,0.12339739373424563,-0.03344960053072168,-0.09508525857968451,0.23437122320877907,-0.17018039534816656,-0.21195699820504205,-0.17944452727073354,0.026403446447690476,-0.19091909958162734,0.06423642693510002,-0.09221121737151636,-0.09129570562782537,-0.059142025269481695,-0.13874865754191168,0.10307852490614329,0.1996530365541212,0.06119309474578014,0.19691215731059394,-0.13618634264977522,0.24005231885445213,0.15184479415566446,-0.1022322244960539,-0.030669774050471724,-0.20680062503723462,-0.11556935815120872,-0.0878726115420838,0.026532497587436418,-0.04253053940047418,0.0646373594686615,0.00736856128113592,-0.014490996271395934,-0.003139305934669051,-0.004079767066090907,-0.0017905818700968276,0.00015350755301149398,-0.9382724045038234,0.023060957746386824
21,-0.0721711790545018,0.12364489925069215,-0.07253582348948517,-0.27045927459336677,-0.04377604799007435,-0.3156673708651833,-0.21701876080451152,-0.18023527612077309,0.14090952396166118,0.15276510239088353,0.09274179757420145,0.09752360206616985,-0.07638406717918352,-0.08026114159422508,-0.19391177337658685,-0.10905694295300451,-0.04141107555945638,-0.18656858793983358,0.054444335434169454,-0.13490952913541812,0.08638791266601986,0.2072546286823965,0.16347425602027413,-0.013869309621710112,-0.22460670580167857,0.06566683977235684,-0.07523749320255423,0.013758027401189412,-0.1548345713882417,0.11365613138409483,0.13823549244997588,0.06666008053433438,-0.16583352466633094,0.26427192468574173,-0.1265704328615775,-0.016973331886956527,0.01890285882872076,-0.043366238538996134,-0.18641744304630595,-0.12545987347714435,0.10488049680549542,0.1069366102732365,0.026914169169484713,0.21261305588995585,0.07110986369384364,-0.08105520656271276,-0.07211385000547994,-0.04364886190582554,-0.04567273680778656,-0.005699047995860665,0.006321778426653111,-0.003606614266802214,0.0017552667128345634,-0.000648952148843596,-0.0008548702520598567,-0.9382724045038233,0.023060957746386793
22,-0.5040699476189313,0.03818036345771773,0.06637089026219439,0.31480642851148805,0.06956128803515617,-0.5746588692766992,0.0852865487543778,0.4263566825526211,-0.22210461240219895,-0.021955736331741454,-0.016532661018082397,0.13461458836761392,0.28604842880929326,0.1697543929821146,0.08239315239846912,-0.46538639728771947,0.696152172569619,0.1188557299962998,-0.2539062235752636,0.446747175529899,0.21928332007830703,0.12175725686451647,-0.020949107108584317,0.3486632113372182,0.13283812857960065,-0.2601600016436374,0.08437438056817288,-0.12521512969000173,0.2498460731569846,-0.018482597836981172,-0.05436649016476834,-0.04378739685687346,0.048960979551726534,0.2559029822267825,-0.009773064657753114,-0.2102447731797571,0.06664349677322481,0.1010035412476389,-0.18343588670741134,-0.036856453136794386,-0.09143200641439109,-0.008318664355937994,0.1811071002709512,0.06006886850329941,-0.1900987476621079,0.09967236847058408,-0.225579400282179,-0.12434004835701588,0.020014156024135935,-0.004763518620240866,0.0030721701370928656,0.006458869452973772,0.013480186025095183,-0.0017741644501022143,0.0034064785516021603,-0.9382724045038235,0.023060957746387112
23,-0.0746974597100261,0.2425197920118845,-0.1601759166997935,-0.5052423398579096,-0.030230611476802713,-0.17299190025889608,-0.09323114939561677,-0.24187405266414216,-0.009772011633026094,0.04470682462637521,0.18433612563748328,0.04328907930416829,0.1761259308148131,-0.12376457776937112,-0.0399989014417073,0.2683458717389961,0.05475531820352583,0.00320794072202683,0.1304414469736308,-0.15779353984356842,0.08083410231531456,0.16747923021206146,-0.03914376744098066,-0.0336396215371382,-0.10609577697482679,0.0959782235717715,0.05886580682147229,-0.08787653520848439,-0.023692626763169435,0.14261198568208924,0.05053504741245446,-0.12867989688132497,0.03835628327954799,-0.0976795985387565,0.037869092115569845,-0.1888798278850365,0.14084784230074968,0.002284714400286016,-0.016647306066912507,0.05172351981049636,0.08099098076974369,0.1370343914619457,-0.059394096999474094,0.23190382759010628,0.06386399338096184,-0.029631968815678186,-0.025829302962274772,-0.10300708354827198,0.08680622732662387,-0.0018289566934363308,0.0033229499548505497,0.0005174407926696868,0.001341516225388885,0.00011855332898324602,-0.0026229990186864985,-0.9382724045038234,0.023060957746386803
24,-0.006517248216853391,-0.09994590045123591,-0.1274033902977711,-0.15380672431182033,0.02280194536423412,-0.012648308993718724,-0.06538757583741422,-0.18824925973613443,-0.011534985615809666,-0.31415550130288417,-0.0500403419734525,0.31296528792896117,0.29681495266716784,-0.01562051471583255,0.029208330584411024,0.24929374615600355,-0.17721351809228608,0.192620885934254,-0.15291270319525285,-0.23496906306044285,-0.12131393450081303,-0.12457286954182985,-0.2812984465476118,0.04681913038821537,-0.0002482337889460126,0.035519697022998474,0.06184590879864607,0.07539762742329993,-0.059105825635596035,0.12610402873809745,0.07011351924423516,-0.020978028049088028,-0.0347476343422352,-0.049457421248012064,-0.18974474699593163,-0.11233053568716651,0.08852913863294315,-0.16559179010332872,0.1260507252947148,-0.3217663203808023,-0.08503914423053333,0.05256742572271585,0.16028138877979675,-0.029801638652156508,0.18770630287398452,0.08493130529958852,0.05245202025483653,0.0977657015509606,-0.018829690526497828,-0.002152369948120801,0.008952633903275135,-0.0040746859069242455,-0.006418439668870862,0.0021584871388559347,-0.0011929594872923562,-0.9382724045038233,0.023060957746386522
