modalite,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57,Dim58,Dim59,Dim60,Dim61,Dim62,Dim63,Dim64,Dim65,Dim66,Dim67,Dim68,Dim69,Dim70,Dim71,Dim72,Dim73,Dim74,Dim75,Dim76,Dim77,Dim78,Dim79,Dim80,Dim81,Dim82,Dim83,Dim84,Dim85,Dim86,Dim87,Dim88,Dim89,Dim90,Dim91,Dim92,Dim93,Dim94,Dim95,Dim96,Dim97,Dim98,Dim99,Dim100,Dim101,Dim102,Dim103,Dim104,Dim105,Dim106,Dim107,Dim108
traveltime.m__1,0.019659649363251944,0.00015337065383356707,0.17992518719307493,0.004972635507198501,0.019851794445612674,0.05931110549783408,0.013821102745431985,0.034272511253264665,0.04693996990814369,0.13810689509987806,0.005345690542732675,0.29397684640183014,0.1401883088426406,0.032342624772622966,0.04000824665538748,0.03173990786399051,0.001267145191827926,0.001259661097498709,0.21978150999681778,0.021425292559418278,0.00029997564370427783,0.0645073049447429,0.005108915443348225,0.007006806051342062,0.04267106350912164,0.02278545703029796,0.0006841446447560704,0.03945137525255536,0.01723190103735192,0.09259094458079084,0.0008491841654091903,3.3672521227790163e-06,0.0011387536934450793,0.0008804766525697958,0.0038356098648879536,9.804968084735294e-05,0.0008721337264545715,0.0037792835264462902,0.05419436199904364,6.534077843121537e-06,0.08141920073492175,0.0033922569901704428,0.011877681763051503,0.0029139993698840435,0.0069344631976459075,0.029950696684011197,0.0004449429633649889,0.00034990321496251154,0.00023680496871018755,0.006950794797783109,0.005797411145796542,0.03234107712803311,0.008929060907841225,1.712252706415155e-05,0.00022133753257401798,0.0004185893160045262,0.01341078814362793,0.040271500165627215,0.03623198949242561,0.03995380219238809,9.352180919668244e-05,0.00018017676424627644,0.018831313704244262,1.9886757054024856e-05,0.020817631601930266,0.0002237315793858986,0.021195534215276608,0.011533244749559475,0.015390930197669964,0.002409213725365415,0.012718155457935315,0.09706453049185575,0.01789463568917393,0.012191717385589143,0.004693375443804017,0.01684592829964494,0.07089440762448634,0.0477603878105098,0.013417827560118457,0.6578947368421051,0.657894736842102,0.6578947368421082,0.657894736842107,0.6578947368421051,0.6578947368421015,0.6578947368420942,0.657894736842106,0.6578947368421222,0.6578947368421073,0.6578947368421181,0.6578947368422529,0.6578947368420263,0.6578947368421051,0.6578947368421202,0.6578947368421121,0.6578947368421103,0.6578947368421018,0.657894736841986,0.6578947368421079,0.6578947368421131,0.657894736842073,0.6578947368420968,0.6578947368420889,0.6578947368421062,0.6578947368421162,0.6578947368420339,0.6578947368421051,0.6578947368421127
traveltime.m__2,0.0004950974784201276,0.012767693170799238,0.5609960673882394,0.008749207449248656,0.059138412923279884,0.14152420132973131,0.11875178359463968,0.008953021482836283,0.07776053350341892,0.10091334932812947,0.02008288578307389,3.3134338282293423,1.1642606281101793,0.10733862582819972,0.03377903739722251,0.35365354889951933,0.007069976661119702,0.014680703969835215,1.1957228890288492,0.22613019963036154,0.10000092875084743,0.49239569418818824,0.013311044576570572,0.0040793676066738435,0.19848417806794375,0.3114571299214984,0.06082228202542102,2.6281186729917032e-08,0.45954444990702814,0.4043606209557943,0.022827803252098898,0.06421421861285367,0.0586360883722717,0.026687992445389074,0.04464858838549008,0.08727330250785457,0.001493101198596612,3.232570552267178e-06,0.13825495405777738,0.015311599820987969,0.22709553345188668,0.0001114211169261729,0.013064806023611495,0.10351676292558196,0.0018190408744531712,0.05510471708591771,0.00038368348881808004,0.011375071928073842,0.011824608279533457,0.005360138186550924,0.0010462247863922685,0.13698071474408136,0.07158137794370843,0.017981470615414944,0.002337929946560354,0.00033247572426165775,0.07485195661333333,0.29775437237935776,0.025661560450131182,0.04860442193560936,0.00018027817793594197,0.12835654885087977,0.03303532009051801,0.010757988003210484,0.11031542337779478,0.10752249834213234,0.1615972078767743,0.05300657089616596,0.07968934064837487,0.0010848408106292724,0.08052805857898583,0.45768298536009155,0.1920406037102403,0.3455238425859158,0.017139335003669615,0.010991413543046558,0.4092015058976564,0.016362094830842215,0.09526784275965494,0.657894736842105,0.6578947368421075,0.6578947368421072,0.657894736842096,0.6578947368420985,0.6578947368421102,0.657894736842084,0.657894736842106,0.657894736842104,0.6578947368421092,0.6578947368422328,0.657894736841686,0.6578947368423049,0.6578947368421167,0.657894736842077,0.6578947368421277,0.657894736842094,0.6578947368421215,0.6578947368422354,0.6578947368421066,0.6578947368421035,0.6578947368421724,0.6578947368420996,0.6578947368421658,0.6578947368421177,0.657894736842105,0.6578947368421364,0.6578947368420878,0.6578947368420949
traveltime.m__3,0.5490395110533358,0.8006952307676714,3.4730129431632193,0.3701010743430142,0.13863632040013238,0.13462611734539603,6.616134692977342,2.414614703072591,1.9505647848372438,4.958123147559266,3.9182426227046285,4.449288865878083,0.20908271161773428,0.6886568813351176,0.6613536634288788,1.136735837451039,0.03638840360506649,2.12912376398809,0.5406863279148287,0.8284142042719753,2.919278491422527,0.05948159222456233,0.4556227236201733,0.20316104619248124,0.0373575740918288,0.08156121307821337,0.33643371002279365,1.506697535623122,4.192445208041217,0.4492852284541598,0.005143607923326324,2.6575204576793876,0.0521363038756871,0.9703019074853624,0.5839061512569749,0.17891324592717847,0.0029413399622165255,0.37115732974242704,1.4583374006703322,0.04183078845452741,2.375751585882057,0.0005073117349797976,0.26493826708900065,0.4015200625190195,0.339680246723118,1.131396725717773,0.04235812691717969,0.11952531864833958,0.3339886507987261,0.23742147835500846,1.0994220368647194,0.15549391653895867,0.10323866965603104,0.7880502851130569,0.0205926327395051,0.03720396677956487,0.05782098964177741,0.2755824010919684,1.969943851400651,0.6108694646562887,0.035153263814168084,0.6068379454892273,0.14256389087987084,0.47335222788936404,0.0021850537936383414,0.6707672041657852,0.0439222234581385,0.014375437122511594,0.16194430670567547,0.3938603595252942,0.055033667912508515,0.18580900863299485,0.2761179343430438,2.502465360028685,0.04296781836877888,3.8342581208717164,0.006758050367755779,3.7472844686150037,0.026676310748336683,0.6578947368421053,0.6578947368421288,0.6578947368420994,0.6578947368420971,0.6578947368421669,0.6578947368421131,0.6578947368422466,0.6578947368420968,0.6578947368420535,0.6578947368420984,0.6578947368431094,0.6578947368430157,0.6578947368406184,0.6578947368421104,0.6578947368421898,0.6578947368420889,0.6578947368420872,0.6578947368421024,0.657894736842258,0.6578947368420932,0.6578947368421479,0.6578947368422233,0.6578947368420643,0.6578947368421504,0.657894736842147,0.6578947368420949,0.6578947368421364,0.6578947368421529,0.6578947368421251
traveltime.m__4,7.4151624887720935,11.67372147834618,1.637866561065181,3.2797276110743026,0.0868066783593118,3.2540481810609228,1.8458984519947812,0.23817144634965065,0.23609983051378847,2.816775477164716,1.1808756675797514,0.913019332658046,0.9828852359788668,0.6029982514753698,3.061073941406045,0.503415816121176,7.266877271415602,1.3483194745247138,6.258848491836138,0.7071410229827395,0.9117199309649998,3.0197651084730732,6.350817987307324,5.0849445756397005,0.04491358319808032,2.9532807299012007,15.057901550817714,8.921889512230242,0.5611234271070085,9.494794486810054,0.7163188352684869,0.9202815308112197,2.1425535760748087,1.9872092431003283,7.0227028469879675,5.6823873905017175,2.4421418150376004,0.0892529567303387,0.4656132723100552,4.883720000774291,1.599386042441666,3.5981371343599537,0.33988894444986767,0.6274808856471044,0.2738094230048667,0.1650441411461708,0.017760848927973534,0.014139468202262409,0.3574635454777232,0.14721410264425405,0.623229673854553,0.03253698064756346,1.7826832512200703,0.2251373492182733,0.04799447257777602,0.010347437705946464,0.2859947153216645,0.3890123774845048,0.04062585715746294,1.8394500048595275,0.00029201895559725856,4.6155051379736545,0.9160441598018049,0.3720627218961943,0.1262246069404849,2.5743591509600017,1.3834219456634307,0.005939321409568344,1.686670837543947,0.2890150233021175,0.23660362495017245,0.011184561354872368,0.006796936081184633,0.0012214712805233157,0.007886536607402593,0.07061181569539665,0.017202652982330875,0.01021598669210435,0.00557427308569288,0.657894736842105,0.6578947368421513,0.6578947368421112,0.6578947368421177,0.6578947368420492,0.6578947368421533,0.6578947368418504,0.6578947368421236,0.6578947368420694,0.6578947368420346,0.6578947368407291,0.6578947368407909,0.6578947368425748,0.6578947368421106,0.6578947368419953,0.6578947368420852,0.6578947368420826,0.657894736842092,0.6578947368418628,0.657894736842094,0.6578947368420377,0.6578947368422321,0.6578947368421146,0.657894736842357,0.6578947368421076,0.6578947368420044,0.6578947368422184,0.6578947368421376,0.6578947368421141
studytime.m__1,0.7536638161072781,0.03703339862321981,0.25345039166617306,0.13878803635054274,1.2367833747641586,0.20666272532748683,0.007372876569034501,0.0023239155287261347,0.15706156726115683,0.027629574390096504,0.04263251755267881,0.04821984365049127,0.0214896956151388,0.039103947706571024,0.05734764676699801,0.20084457127414446,0.17560971741918147,0.05172550293224544,0.0007963227852183264,0.1617580622563009,0.04068123528673098,0.06856652058814203,0.30714982552170983,0.21438025936105115,0.19484364073515584,0.0015223044122914737,0.006711491861714449,0.2983581138188235,0.2984392303227181,0.044562639662242456,0.0057711512903529825,0.4520280840133526,0.0010070630481117922,0.4378502338543244,0.5966359195120349,0.8019161750741818,0.04315206932659444,0.3751996438041731,0.13036935265130817,0.0005368752318491278,0.0059985289469408455,0.027599533355921753,0.06728814798792701,0.09756641487396968,0.11779506247463582,0.004818985840467511,0.05596244456624274,0.013917831512234304,0.06564255648289405,0.010281625359179107,0.006885798143759167,0.0028102344795361434,0.015323713574999322,0.06652156369183246,0.4238119086641069,0.1226820934545247,0.024702967736691974,0.00011434491023978799,0.18443741038104297,0.0458515074005075,0.07563756604700717,0.03229682746132247,0.08887304120408676,0.0006778190319278657,0.011683860615116321,0.001838916303843622,0.029693632918452152,0.0641847961806754,0.00545716136536583,0.04929220295986956,0.2623311855589716,0.32238256920338476,0.10241521272507555,0.2609664171757575,0.9041836324682407,0.17079967643354546,0.0006070264395467074,0.0035435845171777765,5.709301380001533,0.6578947368421051,0.6578947368421008,0.6578947368421058,0.6578947368421091,0.6578947368421292,0.6578947368421012,0.6578947368420933,0.6578947368421046,0.6578947368421098,0.6578947368421166,0.6578947368419864,0.657894736842159,0.6578947368423158,0.6578947368421215,0.6578947368420958,0.6578947368421147,0.657894736842121,0.6578947368421073,0.6578947368423272,0.6578947368421004,0.6578947368421068,0.6578947368420714,0.6578947368420758,0.6578947368421241,0.6578947368420949,0.6578947368420772,0.6578947368422184,0.6578947368420954,0.6578947368421274
studytime.m__2,0.021264620094705308,0.018153597674150028,0.027142502035929664,0.005202266431418403,0.45571548884360225,0.08942685313498878,0.018974147411569105,0.07707888746244315,0.13118367591658264,0.005984040496822477,0.019848736340273322,0.008483296961992941,0.47652941625917133,0.004388291416337424,0.0032718997466420936,0.2923102635257452,0.00043117245740665635,0.004414053177175173,0.3453942708433339,0.2910607368797628,0.026666340486121584,0.017495163078331263,0.5451376463836716,0.022389129230823483,0.03761905736128903,0.002021150813078989,0.0021743593622506156,0.008126787915657985,0.09893324714794773,0.1816505577177083,4.424328318618048e-05,0.06762204569321552,0.010130764677126512,0.022684062445800592,0.05102363627314634,0.28740763731899516,0.0012827682127662385,0.0553364172892275,0.0013301165752686757,0.011398917716274623,0.03237063725182881,0.00020043640730492483,0.01383893390664721,0.0731753054406734,0.00254251496498637,9.404098044984539e-05,0.0008062186961591658,0.00056375245808748,0.00039981174791938335,0.00800941527186029,0.00014744854483831864,0.007358613574404169,0.0013292726008601288,0.0034620091089375563,0.036023809831676815,0.017645871467260026,4.493242389214364e-05,0.03255757724326288,0.0005009359442308791,0.00564237396368565,0.004695563969854678,0.012848885484032107,0.01476597644728413,0.0019987332295108994,0.016032030458678195,0.0011265690578478621,0.0007047227131838744,0.0287956414063396,8.414502044303145e-05,0.0031353904932061648,0.02880280889260379,0.00022827208997467188,0.009964607067402827,0.03978549052131321,1.518131762052146,0.020106912127515055,1.406804349481391,0.00011170725001027036,0.7517163001982307,0.6578947368421055,0.657894736842121,0.6578947368421086,0.6578947368421115,0.6578947368421064,0.6578947368420993,0.6578947368420347,0.6578947368420971,0.6578947368421155,0.6578947368421107,0.6578947368422974,0.6578947368417939,0.6578947368422713,0.6578947368421028,0.6578947368421231,0.6578947368421086,0.6578947368421056,0.6578947368421004,0.6578947368422544,0.6578947368421187,0.6578947368421012,0.6578947368421343,0.6578947368421141,0.6578947368421079,0.6578947368421136,0.6578947368421169,0.6578947368422184,0.6578947368420907,0.6578947368421141
studytime.m__3,0.539022778932466,0.04461782453171846,0.15327265566279105,1.6021193208973037,0.11107706076950395,0.416494996067634,1.011296447765013,0.00047841083552207093,0.004247451375115502,0.9017450714011555,0.005124893249206988,0.0122636968276455,0.716830062106128,0.08108570220872499,0.13547733811876855,1.0599952954051681,0.040648762931949134,0.3758595208493398,3.392077839201336,0.5499014777882373,1.066964236737146,0.038388470509248256,1.620291069845677,0.19296198757596625,0.2921513034506165,0.0011886000397212685,0.002558436893000292,0.5014237311646584,0.028492839529128445,0.2657402228816735,0.0005121336243095351,0.9154347649093225,0.13167598198244576,0.0016884343179441957,0.815008911514444,0.017805266860686703,0.3941857670298202,0.028304920469413696,0.07387767995954841,0.020336442069855642,0.2761144552332357,0.07487709776769161,0.02819055989671973,0.09788776750173742,0.012003397749790815,0.0006071905728619375,0.4269557451189534,0.08436200193863078,0.15849368125391697,0.036682167289989895,0.07160520261246177,0.05674840945907546,0.018898193784845876,0.302224956423307,0.14080334249627086,0.0008375787948059837,0.035357058911881574,0.3077894928404324,0.4623265724664973,0.113496731980224,0.20948920804718602,0.00030951043575347696,0.001023133048485707,0.02974649126083752,0.07341810220224348,0.027364448540490863,0.17473227323843438,0.0951511810619085,0.05330381847355913,0.0005496465016708028,0.12478207560721194,1.0428427982737491,0.44506543292296724,0.08328781697845727,4.845325687100566,0.06157673124303386,12.836280335124284,0.016124469287919295,1.7025746739912841,0.6578947368421053,0.6578947368420933,0.6578947368421207,0.6578947368421022,0.6578947368420714,0.6578947368421142,0.6578947368421603,0.6578947368421083,0.6578947368421083,0.6578947368421206,0.6578947368420087,0.6578947368425013,0.6578947368420746,0.657894736842093,0.6578947368420878,0.6578947368420991,0.6578947368420917,0.6578947368421173,0.6578947368419261,0.657894736842106,0.6578947368421081,0.657894736842152,0.6578947368421205,0.6578947368420885,0.6578947368420992,0.6578947368420949,0.657894736842244,0.6578947368421265,0.6578947368420867
studytime.m__4,0.35966292576268305,1.4333297424150337,0.01899623864621453,0.9560807909266417,0.06621759517678978,1.2360783464028295,1.024833442883506,3.3124863874459605,0.7872308645729699,4.3715530516028425,0.0015491580020586238,0.0041918666244016205,5.542912900379891,0.32109063211755673,0.22171528788998632,0.07246154206302262,0.9791866372230164,0.005279120315509765,0.00019909549091011225,0.3128969281425784,7.571518328663853,0.14575548089771131,0.02512333948423479,3.278102766124453,0.8503576778965957,0.1490267467617715,0.5727612207706367,1.192633191581961,0.26728733073148,1.020456045230064,0.08102304231284037,2.1379432586131943,0.060531679118539045,1.8770430852993594,0.5125907009720176,0.0025017168945159563,0.8123308837167785,1.139916163930535,1.0199102825409287,0.2623901421831581,0.0556917424881723,0.011032426738832288,0.05009438825243952,4.146847567022176e-05,0.494040543927767,0.0195986699885973,0.6364926034292426,0.002483058945585427,0.006007182740863342,0.03874367293588147,0.1469671166114465,0.02119875583837998,0.17067084413062328,0.018379460331408727,0.08190704519255787,0.1121820639078176,0.04621132656151403,0.0020255986667247206,0.05497137659216509,0.3270142420711959,0.23073982071803753,0.005140558891153912,0.04355500727877622,0.03267363988866232,0.020602802937434262,0.20472259101420162,0.013387013864871124,0.2310409281880301,0.0337819620540581,0.25680488811108654,0.0026580161980088615,0.005277453869095763,0.15315905199478128,0.013815150307138199,0.00013397699540952684,7.959677087133641e-05,0.0006472361862284313,9.752137443059192e-05,0.0003126274302462835,0.6578947368421045,0.6578947368420972,0.6578947368420989,0.657894736842093,0.6578947368421242,0.6578947368421012,0.6578947368421783,0.6578947368420984,0.6578947368420925,0.6578947368421179,0.6578947368423114,0.6578947368420334,0.6578947368414678,0.6578947368420937,0.6578947368421245,0.6578947368421237,0.6578947368420874,0.6578947368421035,0.6578947368420728,0.6578947368421049,0.6578947368421081,0.6578947368421993,0.6578947368421032,0.6578947368420069,0.6578947368421254,0.6578947368421351,0.6578947368417266,0.6578947368420878,0.6578947368420921
failures.m__0,0.040497438471117315,0.004428511523303652,0.03471841206939199,0.0008380653217812759,0.006115606725355839,0.0033904211713442728,0.007732720229502232,0.005604319463611979,0.01613915122640654,0.017513386124227294,0.0017278637343737617,0.0005862395424889203,0.0013833210822402288,0.0039050642075409477,0.0006622639619360766,0.007332916676642024,0.0026736963809331988,0.0016699425818697414,0.005451552849912269,9.663510479981612e-05,0.0056032676407365475,0.0048551567578431565,0.007620053040310217,1.541226559286647e-05,0.004649364096161689,0.008335946939086158,2.1158197862701348e-05,0.024330494228343314,0.08122532452984328,0.016145541332396648,0.006399000888297044,0.014725305609609494,0.01011931407435502,0.005233409545247656,0.02128875991776871,0.01986584485416762,0.030500981922948818,0.0073145475232836024,0.0011398675353644734,0.015428874967933054,0.0035025917753175036,0.03598780667300895,0.003038561444657693,0.025224605611552653,0.00011024069786746282,0.005212426504212341,0.004173511856000078,0.010650092679613275,0.010522206463589345,0.02656412240654746,0.027703558340190698,3.23799258926834e-05,0.021672676062646206,0.029076257827659477,0.006238378311400606,0.0064987816647351666,0.004969737974896383,0.020505676138471186,0.04942848480462383,0.03334732844273409,0.007185702117895005,0.0008524083503360373,0.03880301956174155,0.0006962952619120952,0.002841334073869942,0.0032385228258373475,0.005316139809679046,0.06474503250830352,0.0018759616097870405,0.36585351790570847,0.03384502864347679,0.08618727900827712,0.0025616610550770356,0.004721339886500757,0.018338539536635196,6.125987816748458e-05,0.0005673374398036666,5.2799447534547406e-05,0.00013295958188131146,0.6578947368421041,0.6578947368421106,0.6578947368421072,0.6578947368421078,0.6578947368421045,0.6578947368421056,0.6578947368420636,0.6578947368420962,0.6578947368421103,0.6578947368421091,0.65789473684219,0.6578947368421023,0.6578947368420891,0.657894736842113,0.6578947368421036,0.657894736842106,0.6578947368421038,0.6578947368421081,0.657894736842229,0.6578947368421049,0.6578947368421084,0.6578947368421031,0.6578947368421043,0.6578947368421282,0.6578947368421095,0.6578947368421099,0.6578947368421159,0.6578947368420984,0.6578947368421106
failures.m__1,0.42921513042366194,0.4386540220143165,0.7919253626085997,0.1850185744471886,0.12913128381090766,0.06736896209291611,0.008532079974045875,0.31307310314235237,0.04753886180275085,1.185812866972202,0.022154004148322554,0.17764150043841018,0.8499192231269082,0.4544526853430856,0.002063869967181263,0.35652052067658,0.017044984855630427,0.9372298478782928,0.36326261034807145,0.20166097398780597,0.37337168084634775,0.0012633580893100284,0.7057110751811134,0.040417020721833584,0.029938716474345633,0.008198274626572095,0.16860879620977073,2.3825077196057136,3.154108736464341,1.2279219889954218,0.9856753857837013,0.001800519442435677,1.1387454363576945,0.0461884669575971,0.8376287479153586,0.8544284652432536,1.3218383668597837,0.4039289021582711,0.02983341693557724,3.661308836625257,0.004595776701975926,0.721442574940272,0.010080977617681538,0.2383964392214238,0.08173220044827191,2.5953903061564265,0.3522995960515222,0.41581687148950697,0.5112557067937,0.5459488415987511,3.6429624261661435,0.003093559043800204,0.11345926935045746,0.004173076899827595,0.41585311190267016,0.019646296394688175,0.26818825728535894,0.0006506731639835742,0.35595505128973715,0.15739966088800794,2.8809946356967,2.7946097221392527,0.11151504395133201,0.005623540018999144,1.1647114286884033,3.346699765605543,0.013485107612067022,1.366694323017427,8.917204383867888e-05,12.180677077520507,0.023991345064815595,2.6200522384070117,0.026240969309011406,0.0048677823373494584,0.4488006048552765,0.01450345948737576,0.0015060931671005452,0.01943010166247557,0.0023471747236259296,0.6578947368421051,0.6578947368420685,0.6578947368420965,0.657894736842106,0.6578947368420857,0.6578947368421382,0.6578947368421042,0.6578947368420855,0.6578947368421111,0.6578947368421099,0.6578947368420495,0.6578947368419904,0.6578947368421553,0.6578947368420957,0.6578947368421176,0.6578947368421245,0.6578947368420933,0.6578947368421086,0.6578947368418464,0.6578947368420965,0.6578947368421203,0.6578947368422295,0.6578947368421102,0.6578947368423093,0.6578947368421019,0.6578947368421083,0.6578947368414725,0.6578947368420806,0.6578947368421257
failures.m__2,0.25699430814889723,1.7408542078624634,0.2712155870946648,3.4246553971332783,0.2823651596030171,0.08016438235630326,3.323214924553202,1.9885344540184233,3.5756280369283244,0.43881713602623745,1.2912612304350117,0.18813934480010772,3.368849840397728,0.4048023816579689,0.0011816651026034983,1.6162458381747604,1.440184171375061,0.7439938727120876,0.2147756836294976,5.3217764075203995,0.3936655987298732,8.820252103772058,0.653138557837605,0.8132268947199317,1.8279658722422427,0.15482981179301114,1.6643532343379046,1.0513578605366356,0.039647787377790664,0.0020067122374167966,2.4850351976874676,0.27415185512560936,0.21534714277836056,0.0037999551075678572,4.3464839120361916,0.5528501546452792,3.283092483602808,0.11562524169496376,2.9235490472714676,0.6261401284780015,11.711645796222795,6.819719287435603,0.9829101700945669,7.016793977441528,0.9056125771500891,0.10588732452210707,0.0012736298052108087,0.32786979515220127,0.8371041747165957,1.985487948242727,17.496880517678715,0.5370333584617816,7.807676161989835,1.8622175500294662,2.202639166542011,1.1230049439822076,22.246327942569945,3.5028415500889727,0.04698341042823788,16.968974590286013,5.407252180553618,2.6577537427674094,13.572601630555928,2.007352310993856,0.7132063542764695,0.9586551849040581,1.183330287424557,3.534591645805952,0.6014866232622821,5.072485411857273,0.11733280759386444,0.11154011454326002,0.06342219721614482,0.00447862587480367,0.01483402010202026,0.01990165772020543,0.022961186464559864,8.920134180108945e-05,0.00040432733524184156,0.657894736842105,0.6578947368421028,0.6578947368420429,0.6578947368421472,0.6578947368420662,0.6578947368420306,0.65789473684237,0.6578947368421596,0.6578947368420336,0.6578947368420776,0.6578947368412027,0.6578947368422237,0.657894736840571,0.6578947368420359,0.657894736842119,0.6578947368421245,0.6578947368421061,0.6578947368420841,0.6578947368430672,0.6578947368421285,0.6578947368421014,0.6578947368424699,0.6578947368421453,0.6578947368419814,0.6578947368420432,0.6578947368420782,0.657894736842761,0.6578947368421214,0.6578947368421159
failures.m__3,3.795584291191287,1.2038544596278675,1.293571865090091,0.091304528247705,0.9884904693810969,3.4067172431098247,0.06176840761434872,0.5953862884003209,0.42319369414515107,0.16226764288504159,0.13697205490511252,0.5970930034435269,0.03303282563322398,0.5730157990082133,0.15924296433003857,4.426053927335008,0.011490890901936501,0.716180206986988,0.07543643694380217,0.45108727846229224,0.18623298132577548,0.49834570897353797,0.07169534137021327,0.9214472274997758,3.428094813878465e-05,1.5379259451240115,0.028422370032733513,0.012688481039181746,1.4375455334297047,0.02074633234437012,0.08279396627652424,3.3196721135884344,0.6653967211009694,3.187035377231721,4.061688677439972,0.005274793354410344,0.2460386443757527,0.002592129374819613,1.8167078516319008,2.1205820200385985,0.926879118080693,0.0038569687595619204,0.3691397759574084,5.427145809151256,1.1228400951083886,4.196493404489785,0.022199995016744307,0.01131739779022327,0.08040569650990959,0.21736935021389542,2.353441923215618,0.24278729863451667,0.03081341422893873,5.9098761193403435,0.8716529017462208,0.24947999592709963,0.3409695457082867,2.2734298636355836,7.0689940675586485,0.024911642890184185,0.509424095370516,4.576101323383252,0.28229970488421074,0.06689422136714784,15.599744063782836,5.749843870966634,5.3766212834323195,11.10956996481412,1.6533398262099663,3.9385140209962692,15.900568015622932,2.6334631003499194,0.550060565584297,1.3562522326041442,0.8853427228098362,0.2560031382192602,0.20616193748151979,0.03335189654856012,0.008654892895154028,0.6578947368421055,0.6578947368421106,0.6578947368421142,0.657894736842093,0.6578947368421078,0.6578947368420945,0.6578947368420058,0.657894736842164,0.6578947368421385,0.6578947368420998,0.6578947368419951,0.6578947368433531,0.6578947368412771,0.657894736842121,0.6578947368420638,0.6578947368420609,0.657894736842103,0.6578947368420984,0.6578947368418319,0.6578947368421242,0.6578947368420864,0.6578947368415677,0.6578947368421332,0.6578947368420418,0.6578947368421107,0.6578947368421063,0.6578947368425199,0.6578947368421186,0.6578947368420401
schoolsup.m__no,0.0013837230234082386,0.009588059002747205,0.00011764197438289609,0.026025294391515245,0.09142692542095845,0.001037082338416254,0.0349783803911555,0.015024490820877106,0.0022466525859980756,0.04514009918881007,0.001252130784474405,0.02469438981193413,0.007487134866471863,0.0001307490075189913,0.012153221827633648,0.007236466352907361,0.0006482948375157846,8.484164945143464e-05,0.004798354940814373,0.019294468370171923,0.011493330263441055,0.0007107280064468336,0.009644695594360535,0.012956810736909524,4.4112884085245855e-05,0.01772202516476118,0.008231879655453337,0.0069217760481745435,0.06844094766702391,0.05411662507007442,0.0051296929579310886,0.02441130580509592,5.312529949568799e-05,0.0007657080434847501,0.007176441711930506,0.04612954637451721,0.0035682174532902927,0.000499472487077821,0.001388430270496886,4.416584050771079e-06,0.0001457423659523372,0.006127797344370927,0.002852196515948408,0.002832276238821298,0.00036589226410245224,0.0001645334605375143,5.960227088294597e-05,1.1937898707979371e-05,0.0002047087570467149,0.003222995697007959,0.008714800851993278,0.0012850082099482968,0.0035505916743725466,0.0003329387975177776,0.0002185597056922908,0.001577330432687081,0.0005694786499510619,0.00033658887889479605,0.00040137564442051856,0.0001160270170112315,4.069986928766507e-05,0.006329943790284867,0.0035643396658028292,0.0002438061901706709,0.0020770589415289916,0.003890427586998383,0.00033233530827947975,0.001200763886302771,0.0003088409532044574,0.0035496045628794423,0.004819355013206256,3.671217566195665e-05,0.009602459232456013,0.018299826950425972,0.0011630093657447138,0.03698276391197289,0.09445715317218323,0.0006681260705903809,0.0005517371123689807,0.6578947368421045,0.6578947368421102,0.6578947368421109,0.657894736842105,0.6578947368421001,0.6578947368421065,0.6578947368421028,0.657894736842106,0.657894736842102,0.6578947368421002,0.6578947368420611,0.657894736842177,0.657894736842025,0.6578947368421023,0.6578947368421096,0.6578947368421033,0.6578947368421012,0.6578947368421068,0.6578947368420346,0.6578947368421091,0.6578947368421163,0.6578947368421327,0.6578947368421174,0.6578947368421126,0.6578947368421076,0.6578947368420928,0.6578947368421122,0.6578947368420971,0.6578947368421094
